note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Olibanum,balsamic,3213,18162,998,0.31061313414254593,2.2563148765238457,,2.0,LIFT_TOP5
Olibanum,oud,3213,8298,454,0.1413009648303766,2.2465457086131098,,3.0,LIFT_TOP5
Olibanum,leather,3213,10809,571,0.17771553065670712,2.1691192487315543,,4.0,LIFT_TOP5
Olibanum,smoky,3213,7407,361,0.11235605353252412,2.0012331770684364,,5.0,LIFT_TOP5
Olive,aromatic,169,54606,137,0.8106508875739645,1.9585608101240364,1.0,3.0,P_AND_LIFT_TOP5
Olive,woody,169,81432,106,0.6272189349112426,1.016172930578154,2.0,,P_TOP5
Olive,sweet,169,60625,72,0.4260355029585799,0.927123528335265,3.0,,P_TOP5
Olive,warm spicy,169,45319,69,0.40828402366863903,1.1885723701450506,4.0,5.0,P_AND_LIFT_TOP5
Olive,fresh spicy,169,47271,66,0.3905325443786982,1.0899485642334974,5.0,,P_TOP5
Olive,bitter,169,1034,53,0.3136094674556213,40.0140203495359,,1.0,LIFT_TOP5
Olive,herbal,169,8607,29,0.17159763313609466,2.630286480730216,,2.0,LIFT_TOP5
Olive,green,169,29755,55,0.3254437869822485,1.4429776110424481,,4.0,LIFT_TOP5
Olive Blossom,floral,60,46586,46,0.7666666666666667,2.1711744587071937,1.0,1.0,P_AND_LIFT_TOP5
Olive Blossom,citrus,60,59969,44,0.7333333333333333,1.6133113219607909,2.0,2.0,P_AND_LIFT_TOP5
Olive Blossom,woody,60,81432,41,0.6833333333333333,1.1070852572289354,3.0,4.0,P_AND_LIFT_TOP5
Olive Blossom,aromatic,60,54606,38,0.6333333333333333,1.5301554163767108,4.0,3.0,P_AND_LIFT_TOP5
Olive Blossom,sweet,60,60625,27,0.45,0.9792742268041237,5.0,,P_TOP5
Olive Blossom,fresh spicy,60,47271,22,0.36666666666666664,1.0233405964192281,,5.0,LIFT_TOP5
Olive Tree,woody,136,81432,124,0.9117647058823529,1.4771725813815064,1.0,3.0,P_AND_LIFT_TOP5
Olive Tree,aromatic,136,54606,90,0.6617647058823529,1.5988466037991946,2.0,2.0,P_AND_LIFT_TOP5
Olive Tree,citrus,136,59969,83,0.6102941176470589,1.3426287405355513,3.0,,P_TOP5
Olive Tree,powdery,136,62885,67,0.49264705882352944,1.0335521423326426,4.0,,P_TOP5
Olive Tree,warm spicy,136,45319,63,0.4632352941176471,1.3485432677892535,5.0,5.0,P_AND_LIFT_TOP5
Olive Tree,cinnamon,136,4259,29,0.21323529411764705,6.605337486015773,,1.0,LIFT_TOP5
Olive Tree,green,136,29755,42,0.3088235294117647,1.3692854389277136,,4.0,LIFT_TOP5
Oolong tea,aromatic,85,54606,78,0.9176470588235294,2.21706729060155,1.0,2.0,P_AND_LIFT_TOP5
Oolong tea,warm spicy,85,45319,53,0.6235294117647059,1.8151820493417252,2.0,3.0,P_AND_LIFT_TOP5
Oolong tea,woody,85,81432,51,0.6,0.9720748600058945,3.0,,P_TOP5
Oolong tea,floral,85,46586,42,0.49411764705882355,1.3993247150747132,4.0,,P_TOP5
Oolong tea,fresh spicy,85,47271,38,0.4470588235294118,1.2477093902865455,5.0,,P_TOP5
Oolong tea,smoky,85,7407,27,0.3176470588235294,5.65778000142949,,1.0,LIFT_TOP5
Oolong tea,earthy,85,19049,22,0.25882352941176473,1.7925659213236451,,4.0,LIFT_TOP5
Oolong tea,green,85,29755,30,0.35294117647058826,1.5648976444888156,,5.0,LIFT_TOP5
Opium,floral,69,46586,58,0.8405797101449275,2.3804937354445603,1.0,2.0,P_AND_LIFT_TOP5
Opium,sweet,69,60625,55,0.7971014492753623,1.7346242342746152,2.0,3.0,P_AND_LIFT_TOP5
Opium,balsamic,69,18162,47,0.6811594202898551,4.947988234712068,3.0,1.0,P_AND_LIFT_TOP5
Opium,amber,69,45478,39,0.5652173913043478,1.6396747973697745,4.0,4.0,P_AND_LIFT_TOP5
Opium,powdery,69,62885,36,0.5217391304347826,1.0945860456112089,5.0,,P_TOP5
Opium,warm spicy,69,45319,29,0.42028985507246375,1.2235230384542939,,5.0,LIFT_TOP5
Opoponax,amber,1010,45478,857,0.8485148514851485,2.46151027653889,1.0,2.0,P_AND_LIFT_TOP5
Opoponax,woody,1010,81432,765,0.7574257425742574,1.2271242044628865,2.0,,P_TOP5
Opoponax,sweet,1010,60625,700,0.693069306930693,1.5082331325916096,3.0,,P_TOP5
Opoponax,balsamic,1010,18162,638,0.6316831683168317,4.588589384210968,4.0,1.0,P_AND_LIFT_TOP5
Opoponax,warm spicy,1010,45319,544,0.5386138613861386,1.5679809071840347,5.0,5.0,P_AND_LIFT_TOP5
Opoponax,smoky,1010,7407,137,0.13564356435643565,2.4160193662136566,,3.0,LIFT_TOP5
Opoponax,yellow floral,1010,6986,84,0.08316831683168317,1.5706264013174864,,4.0,LIFT_TOP5
Orange,citrus,8200,59969,6965,0.849390243902439,1.8686330417056942,1.0,3.0,P_AND_LIFT_TOP5
Orange,woody,8200,81432,5205,0.6347560975609756,1.0283840744574555,2.0,,P_TOP5
Orange,sweet,8200,60625,5120,0.624390243902439,1.358776162936887,3.0,4.0,P_AND_LIFT_TOP5
Orange,fresh spicy,8200,47271,3981,0.48548780487804877,1.3549619449040844,4.0,5.0,P_AND_LIFT_TOP5
Orange,powdery,8200,62885,3889,0.4742682926829268,0.9949942888392865,5.0,,P_TOP5
Orange,terpenic,8200,557,146,0.017804878048780486,4.217230809651005,,1.0,LIFT_TOP5
Orange,aldehydic,8200,3556,463,0.05646341463414634,2.094830790968202,,2.0,LIFT_TOP5
Orange Blossom,white floral,11479,39497,9381,0.8172314661555885,2.7297604205359085,1.0,3.0,P_AND_LIFT_TOP5
Orange Blossom,citrus,11479,59969,8227,0.7167000609809216,1.5767186220416047,2.0,,P_TOP5
Orange Blossom,sweet,11479,60625,7669,0.6680895548392717,1.4538730716691979,3.0,,P_TOP5
Orange Blossom,woody,11479,81432,6711,0.5846328077358655,0.9471780912244908,4.0,,P_TOP5
Orange Blossom,powdery,11479,62885,5669,0.49385835003049045,1.0360933786995723,5.0,,P_TOP5
Orange Blossom,soapy,11479,1720,829,0.07221883439323983,5.539436524127983,,1.0,LIFT_TOP5
Orange Blossom,tuberose,11479,3931,936,0.08154020385050963,2.7366062309839063,,2.0,LIFT_TOP5
Orange Blossom,honey,11479,3467,498,0.04338356999738653,1.6508781049192978,,4.0,LIFT_TOP5
Orange Blossom,yellow floral,11479,6986,993,0.0865057931875599,1.633654350878153,,5.0,LIFT_TOP5
Orange Leaf,citrus,66,59969,51,0.7727272727272727,1.699976806198354,1.0,4.0,P_AND_LIFT_TOP5
Orange Leaf,aromatic,66,54606,48,0.7272727272727273,1.75711626760962,2.0,3.0,P_AND_LIFT_TOP5
Orange Leaf,woody,66,81432,43,0.6515151515151515,1.0555358328346833,3.0,,P_TOP5
Orange Leaf,green,66,29755,40,0.6060606060606061,2.687197975384835,4.0,1.0,P_AND_LIFT_TOP5
Orange Leaf,white floral,66,39497,36,0.5454545454545454,1.821956558265645,5.0,2.0,P_AND_LIFT_TOP5
Orange Leaf,fresh spicy,66,47271,36,0.5454545454545454,1.5223248541773642,,5.0,LIFT_TOP5
Orange Oil,citrus,89,59969,76,0.8539325842696629,1.8786260541729332,1.0,1.0,P_AND_LIFT_TOP5
Orange Oil,sweet,89,60625,62,0.6966292134831461,1.5159800764508282,2.0,3.0,P_AND_LIFT_TOP5
Orange Oil,woody,89,81432,55,0.6179775280898876,1.0012006985079438,3.0,,P_TOP5
Orange Oil,fresh spicy,89,47271,50,0.5617977528089888,1.5679375838905436,4.0,2.0,P_AND_LIFT_TOP5
Orange Oil,aromatic,89,54606,40,0.449438202247191,1.0858583676239224,5.0,,P_TOP5
Orange Oil,fresh,89,33478,30,0.33707865168539325,1.328358519530854,,4.0,LIFT_TOP5
Orange Oil,vanilla,89,34562,28,0.3146067415730337,1.2009162495147947,,5.0,LIFT_TOP5
Orange Peel,citrus,166,59969,132,0.7951807228915663,1.7493737226080865,1.0,2.0,P_AND_LIFT_TOP5
Orange Peel,sweet,166,60625,113,0.6807228915662651,1.4813652962364923,2.0,3.0,P_AND_LIFT_TOP5
Orange Peel,woody,166,81432,91,0.5481927710843374,0.888140685346751,3.0,,P_TOP5
Orange Peel,fresh spicy,166,47271,78,0.46987951807228917,1.3114003261889342,4.0,5.0,P_AND_LIFT_TOP5
Orange Peel,aromatic,166,54606,68,0.40963855421686746,0.9897010302499968,5.0,,P_TOP5
Orange Peel,aldehydic,166,3556,20,0.12048192771084337,4.469960833209102,,1.0,LIFT_TOP5
Orange Peel,vanilla,166,34562,63,0.3795180722891566,1.4486956564176967,,4.0,LIFT_TOP5
Orcanox™,woody,106,81432,74,0.6981132075471698,1.1310304974911352,1.0,,P_TOP5
Orcanox™,sweet,106,60625,51,0.4811320754716981,1.0470227582182454,2.0,,P_TOP5
Orcanox™,aromatic,106,54606,49,0.46226415094339623,1.1168463068886618,3.0,,P_TOP5
Orcanox™,warm spicy,106,45319,48,0.4528301886792453,1.3182525385037804,4.0,2.0,P_AND_LIFT_TOP5
Orcanox™,citrus,106,59969,46,0.4339622641509434,0.9547039555342587,5.0,,P_TOP5
Orcanox™,balsamic,106,18162,22,0.20754716981132076,1.5076367202514893,,1.0,LIFT_TOP5
Orcanox™,fruity,106,43222,45,0.42452830188679247,1.2958220088826182,,3.0,LIFT_TOP5
Orcanox™,floral,106,46586,45,0.42452830188679247,1.202250007897749,,4.0,LIFT_TOP5
Orcanox™,amber,106,45478,43,0.4056603773584906,1.1768057870817903,,5.0,LIFT_TOP5
Orchid,floral,2814,46586,2306,0.8194740582800284,2.320723232492254,1.0,2.0,P_AND_LIFT_TOP5
Orchid,sweet,2814,60625,2237,0.7949538024164889,1.7299506004586787,2.0,4.0,P_AND_LIFT_TOP5
Orchid,powdery,2814,62885,2133,0.7579957356076759,1.590242146755517,3.0,,P_TOP5
Orchid,woody,2814,81432,1616,0.574271499644634,0.9303914793707211,4.0,,P_TOP5
Orchid,fruity,2814,43222,1347,0.47867803837953093,1.4611076211978047,5.0,,P_TOP5
Orchid,lactonic,2814,7015,395,0.14036958066808813,2.6399085926644146,,1.0,LIFT_TOP5
Orchid,chocolate,2814,1554,72,0.0255863539445629,2.1722057116513405,,3.0,LIFT_TOP5
Orchid,tropical,2814,6512,234,0.08315565031982942,1.6846936343205,,5.0,LIFT_TOP5
Oregano,fresh spicy,233,47271,196,0.8412017167381974,2.3477341814065786,1.0,4.0,P_AND_LIFT_TOP5
Oregano,aromatic,233,54606,192,0.8240343347639485,1.9908956851885824,2.0,,P_TOP5
Oregano,woody,233,81432,186,0.7982832618025751,1.293318483269645,3.0,,P_TOP5
Oregano,warm spicy,233,45319,126,0.5407725321888412,1.574265102311918,4.0,,P_TOP5
Oregano,amber,233,45478,116,0.4978540772532189,1.4442563088090323,5.0,,P_TOP5
Oregano,herbal,233,8607,66,0.2832618025751073,4.3418995717130136,,1.0,LIFT_TOP5
Oregano,smoky,233,7407,47,0.2017167381974249,3.5928836601034515,,2.0,LIFT_TOP5
Oregano,leather,233,10809,58,0.24892703862660945,3.038296253678285,,3.0,LIFT_TOP5
Oregano,oud,233,8298,32,0.13733905579399142,2.18355527005318,,5.0,LIFT_TOP5
Oriental notes,warm spicy,451,45319,430,0.9534368070953437,2.775589001524497,1.0,1.0,P_AND_LIFT_TOP5
Oriental notes,amber,451,45478,424,0.9401330376940134,2.727291254298148,2.0,2.0,P_AND_LIFT_TOP5
Oriental notes,musky,451,41154,326,0.7228381374722838,2.3172482742070857,3.0,3.0,P_AND_LIFT_TOP5
Oriental notes,woody,451,81432,234,0.5188470066518847,0.8405968855926804,4.0,,P_TOP5
Oriental notes,floral,451,46586,183,0.4057649667405765,1.1491128678591047,5.0,,P_TOP5
Oriental notes,oud,451,8298,63,0.13968957871396895,2.220926261717754,,4.0,LIFT_TOP5
Oriental notes,animalic,451,18242,88,0.1951219512195122,1.4111631961621667,,5.0,LIFT_TOP5
Orris,powdery,2380,62885,1872,0.7865546218487395,1.650157450274377,1.0,4.0,P_AND_LIFT_TOP5
Orris,woody,2380,81432,1760,0.7394957983193278,1.198075457710346,2.0,,P_TOP5
Orris,iris,2380,7451,1210,0.5084033613445378,9.00196691211715,3.0,1.0,P_AND_LIFT_TOP5
Orris,amber,2380,45478,968,0.40672268907563025,1.1798875141771383,4.0,,P_TOP5
Orris,aromatic,2380,54606,945,0.39705882352941174,0.9593079622795168,5.0,,P_TOP5
Orris,earthy,2380,19049,770,0.3235294117647059,2.2407074016545567,,2.0,LIFT_TOP5
Orris,leather,2380,10809,330,0.13865546218487396,1.6923688709455473,,3.0,LIFT_TOP5
Orris,violet,2380,7614,202,0.08487394957983194,1.4706356932055722,,5.0,LIFT_TOP5
Orris Root,woody,2137,81432,1672,0.7824052409920449,1.2675941085087004,1.0,,P_TOP5
Orris Root,powdery,2137,62885,1653,0.7735142723444081,1.6227993631294864,2.0,4.0,P_AND_LIFT_TOP5
Orris Root,floral,2137,46586,924,0.4323818437061301,1.2244909766914898,3.0,,P_TOP5
Orris Root,aromatic,2137,54606,917,0.42910622367805334,1.0367355984662048,4.0,,P_TOP5
Orris Root,iris,2137,7451,915,0.42817033224146,7.5813329663958955,5.0,1.0,P_AND_LIFT_TOP5
Orris Root,earthy,2137,19049,748,0.35002339728591486,2.424200052702543,,2.0,LIFT_TOP5
Orris Root,aldehydic,2137,3556,126,0.058961160505381374,2.187498848558764,,3.0,LIFT_TOP5
Orris Root,yellow floral,2137,6986,183,0.085634066448292,1.6171918675240715,,5.0,LIFT_TOP5
Osmanthus,floral,2850,46586,2336,0.8196491228070175,2.32121900940046,1.0,2.0,P_AND_LIFT_TOP5
Osmanthus,fruity,2850,43222,2084,0.7312280701754386,2.231986472126362,2.0,3.0,P_AND_LIFT_TOP5
Osmanthus,woody,2850,81432,1666,0.584561403508772,0.9470624074677311,3.0,,P_TOP5
Osmanthus,sweet,2850,60625,1295,0.4543859649122807,0.9888188099113764,4.0,,P_TOP5
Osmanthus,powdery,2850,62885,1273,0.44666666666666666,0.9370872757149293,5.0,,P_TOP5
Osmanthus,lactonic,2850,7015,439,0.15403508771929825,2.896913631191307,,1.0,LIFT_TOP5
Osmanthus,soft spicy,2850,13661,584,0.20491228070175438,1.978923738597647,,4.0,LIFT_TOP5
Osmanthus,tuberose,2850,3931,159,0.05578947368421053,1.8723747807575413,,5.0,LIFT_TOP5
Oud,oud,3780,8298,2539,0.6716931216931217,10.679256874544896,1.0,1.0,P_AND_LIFT_TOP5
Oud,woody,3780,81432,2484,0.6571428571428571,1.064653418101694,2.0,,P_TOP5
Oud,warm spicy,3780,45319,2260,0.5978835978835979,1.7405234684962834,3.0,,P_TOP5
Oud,amber,3780,45478,2125,0.5621693121693122,1.6308324322638936,4.0,,P_TOP5
Oud,fresh spicy,3780,47271,1747,0.4621693121693122,1.2898816897145682,5.0,,P_TOP5
Oud,metallic,3780,2235,272,0.07195767195767196,4.2475953742172985,,2.0,LIFT_TOP5
Oud,leather,3780,10809,984,0.26031746031746034,3.177322836495748,,3.0,LIFT_TOP5
Oud,smoky,3780,7407,594,0.15714285714285714,2.798954656791838,,4.0,LIFT_TOP5
Oud,cannabis,3780,388,29,0.007671957671957672,2.6086633393334426,,5.0,LIFT_TOP5
Ozonic notes,ozonic,1107,5777,847,0.7651309846431797,17.473382517565295,1.0,1.0,P_AND_LIFT_TOP5
Ozonic notes,woody,1107,81432,670,0.6052393857271906,0.9805633185846873,2.0,,P_TOP5
Ozonic notes,aromatic,1107,54606,590,0.5329719963866305,1.2876789269180706,3.0,,P_TOP5
Ozonic notes,citrus,1107,59969,516,0.46612466124661245,1.0254602637740429,4.0,,P_TOP5
Ozonic notes,fresh spicy,1107,47271,416,0.3757904245709124,1.0488043560246338,5.0,,P_TOP5
Ozonic notes,mineral,1107,770,51,0.04607046070460705,7.893605039946503,,2.0,LIFT_TOP5
Ozonic notes,salty,1107,2520,111,0.1002710027100271,5.249505312513443,,3.0,LIFT_TOP5
Ozonic notes,marine,1107,4326,179,0.16169828364950317,4.931311734137529,,4.0,LIFT_TOP5
Ozonic notes,aquatic,1107,8872,213,0.19241192411924118,2.861238181813739,,5.0,LIFT_TOP5
Palisander Rosewood,woody,1245,81432,1125,0.9036144578313253,1.4639681626594796,1.0,4.0,P_AND_LIFT_TOP5
Palisander Rosewood,amber,1245,45478,703,0.5646586345381526,1.638053864607469,2.0,2.0,P_AND_LIFT_TOP5
Palisander Rosewood,sweet,1245,60625,641,0.5148594377510041,1.1204190618142673,3.0,,P_TOP5
Palisander Rosewood,aromatic,1245,54606,639,0.5132530120481927,1.2400371731955842,4.0,,P_TOP5
Palisander Rosewood,warm spicy,1245,45319,619,0.4971887550200803,1.4473865806791677,5.0,5.0,P_AND_LIFT_TOP5
Palisander Rosewood,balsamic,1245,18162,346,0.2779116465863454,2.018769052644893,,1.0,LIFT_TOP5
Palisander Rosewood,yellow floral,1245,6986,107,0.0859437751004016,1.6230406883761785,,3.0,LIFT_TOP5
Palm Leaf,green,86,29755,66,0.7674418604651163,3.4027425525512616,1.0,2.0,P_AND_LIFT_TOP5
Palm Leaf,fresh,86,33478,50,0.5813953488372093,2.2911610123691086,2.0,3.0,P_AND_LIFT_TOP5
Palm Leaf,woody,86,81432,48,0.5581395348837209,0.9042556837264135,3.0,,P_TOP5
Palm Leaf,sweet,86,60625,45,0.5232558139534884,1.138690961400144,4.0,5.0,P_AND_LIFT_TOP5
Palm Leaf,aromatic,86,54606,34,0.3953488372093023,0.9551765757063923,5.0,,P_TOP5
Palm Leaf,tropical,86,6512,30,0.3488372093023256,7.067274727158448,,1.0,LIFT_TOP5
Palm Leaf,white floral,86,39497,33,0.38372093023255816,1.2817252531985062,,4.0,LIFT_TOP5
Palmarosa,green,143,29755,110,0.7692307692307693,3.4106743533730595,1.0,1.0,P_AND_LIFT_TOP5
Palmarosa,aromatic,143,54606,108,0.7552447552447552,1.8246976625176823,2.0,3.0,P_AND_LIFT_TOP5
Palmarosa,woody,143,81432,106,0.7412587412587412,1.2009316452287275,3.0,,P_TOP5
Palmarosa,citrus,143,59969,86,0.6013986013986014,1.3230588717923841,4.0,,P_TOP5
Palmarosa,fresh spicy,143,47271,83,0.5804195804195804,1.6199097807271952,5.0,4.0,P_AND_LIFT_TOP5
Palmarosa,herbal,143,8607,26,0.18181818181818182,2.7869493118708872,,2.0,LIFT_TOP5
Palmarosa,rose,143,25617,43,0.3006993006993007,1.5486301573665433,,5.0,LIFT_TOP5
Palo Santo,woody,436,81432,417,0.9564220183486238,1.5495229993213226,1.0,,P_TOP5
Palo Santo,aromatic,436,54606,328,0.7522935779816514,1.8175675153484832,2.0,4.0,P_AND_LIFT_TOP5
Palo Santo,citrus,436,59969,274,0.6284403669724771,1.3825499443825793,3.0,,P_TOP5
Palo Santo,amber,436,45478,197,0.4518348623853211,1.3107562644464448,4.0,,P_TOP5
Palo Santo,fresh spicy,436,47271,189,0.4334862385321101,1.209829270579029,5.0,,P_TOP5
Palo Santo,smoky,436,7407,62,0.14220183486238533,2.532832195679019,,1.0,LIFT_TOP5
Palo Santo,coconut,436,3269,25,0.05733944954128441,2.3141002073972627,,2.0,LIFT_TOP5
Palo Santo,balsamic,436,18162,113,0.2591743119266055,1.8826597826493263,,3.0,LIFT_TOP5
Palo Santo,tobacco,436,4372,25,0.05733944954128441,1.7302821541586577,,5.0,LIFT_TOP5
Pandanus,sweet,72,60625,49,0.6805555555555556,1.4810011454753722,1.0,3.0,P_AND_LIFT_TOP5
Pandanus,floral,72,46586,48,0.6666666666666666,1.8879777901801686,2.0,2.0,P_AND_LIFT_TOP5
Pandanus,woody,72,81432,48,0.6666666666666666,1.0800831777843272,3.0,5.0,P_AND_LIFT_TOP5
Pandanus,tropical,72,6512,40,0.5555555555555556,11.25528938028938,4.0,1.0,P_AND_LIFT_TOP5
Pandanus,aromatic,72,54606,31,0.4305555555555556,1.0402372348175006,5.0,,P_TOP5
Pandanus,warm spicy,72,45319,30,0.4166666666666667,1.212975426053826,,4.0,LIFT_TOP5
Papaya,tropical,255,6512,222,0.8705882352941177,17.637700534759357,1.0,1.0,P_AND_LIFT_TOP5
Papaya,sweet,255,60625,220,0.8627450980392157,1.877475641803113,2.0,,P_TOP5
Papaya,fruity,255,43222,178,0.6980392156862745,2.130681452165337,3.0,4.0,P_AND_LIFT_TOP5
Papaya,fresh,255,33478,134,0.5254901960784314,2.0708501573758125,4.0,5.0,P_AND_LIFT_TOP5
Papaya,woody,255,81432,126,0.49411764705882355,0.8005322376519131,5.0,,P_TOP5
Papaya,coconut,255,3269,33,0.12941176470588237,5.22278804455401,,2.0,LIFT_TOP5
Papaya,aquatic,255,8872,42,0.16470588235294117,2.4492388479287115,,3.0,LIFT_TOP5
Paper,woody,108,81432,69,0.6388888888888888,1.0350797120433135,1.0,,P_TOP5
Paper,paper,108,58,58,0.5370370370370371,1221.5740740740741,2.0,1.0,P_AND_LIFT_TOP5
Paper,aromatic,108,54606,50,0.46296296296296297,1.1185346610940867,3.0,5.0,P_AND_LIFT_TOP5
Paper,powdery,108,62885,49,0.4537037037037037,0.9518506739227102,4.0,,P_TOP5
Paper,sweet,108,60625,48,0.4444444444444444,0.967184421534937,5.0,,P_TOP5
Paper,smoky,108,7407,28,0.25925925925925924,4.617803979218857,,2.0,LIFT_TOP5
Paper,leather,108,10809,33,0.3055555555555556,3.729479548935558,,3.0,LIFT_TOP5
Paper,animalic,108,18242,29,0.26851851851851855,1.9419826854592779,,4.0,LIFT_TOP5
Paprika,warm spicy,118,45319,109,0.923728813559322,2.689104842844753,1.0,3.0,P_AND_LIFT_TOP5
Paprika,woody,118,81432,75,0.635593220338983,1.0297403178028544,2.0,,P_TOP5
Paprika,aromatic,118,54606,63,0.5338983050847458,1.2899169210312147,3.0,,P_TOP5
Paprika,fresh spicy,118,47271,59,0.5,1.3954644496625839,4.0,,P_TOP5
Paprika,citrus,118,59969,58,0.4915254237288136,1.0813411788180955,5.0,,P_TOP5
Paprika,cinnamon,118,4259,31,0.2627118644067797,8.137961087388224,,1.0,LIFT_TOP5
Paprika,tobacco,118,4372,23,0.19491525423728814,5.8817862514925485,,2.0,LIFT_TOP5
Paprika,leather,118,10809,25,0.211864406779661,2.5859257273050864,,4.0,LIFT_TOP5
Paprika,soft spicy,118,13661,27,0.2288135593220339,2.2097483991915623,,5.0,LIFT_TOP5
Papyrus,woody,792,81432,762,0.9621212121212122,1.5587564043023814,1.0,,P_TOP5
Papyrus,warm spicy,792,45319,505,0.6376262626262627,1.8562199701732789,2.0,,P_TOP5
Papyrus,amber,792,45478,419,0.5290404040404041,1.5347266921379679,3.0,,P_TOP5
Papyrus,aromatic,792,54606,388,0.4898989898989899,1.1836130413759245,4.0,,P_TOP5
Papyrus,leather,792,10809,364,0.4595959595959596,5.609630395919599,5.0,1.0,P_AND_LIFT_TOP5
Papyrus,smoky,792,7407,127,0.16035353535353536,2.856141746886988,,2.0,LIFT_TOP5
Papyrus,metallic,792,2235,34,0.04292929292929293,2.534076785754638,,3.0,LIFT_TOP5
Papyrus,oud,792,8298,115,0.1452020202020202,2.3085686340386267,,4.0,LIFT_TOP5
Papyrus,iris,792,7451,103,0.13005050505050506,2.302719518361714,,5.0,LIFT_TOP5
Parma Violet,powdery,53,62885,47,0.8867924528301887,1.8604520680907497,1.0,4.0,P_AND_LIFT_TOP5
Parma Violet,floral,53,46586,41,0.7735849056603774,2.19076668105812,2.0,3.0,P_AND_LIFT_TOP5
Parma Violet,violet,53,7614,39,0.7358490566037735,12.750271347220364,3.0,1.0,P_AND_LIFT_TOP5
Parma Violet,woody,53,81432,29,0.5471698113207547,0.8864833628984572,4.0,,P_TOP5
Parma Violet,rose,53,25617,23,0.4339622641509434,2.2349471643609307,5.0,2.0,P_AND_LIFT_TOP5
Parma Violet,fresh,53,33478,20,0.37735849056603776,1.4870931853867424,,5.0,LIFT_TOP5
Passion Flower,floral,265,46586,243,0.9169811320754717,2.5968600170591376,1.0,3.0,P_AND_LIFT_TOP5
Passion Flower,sweet,265,60625,234,0.8830188679245283,1.9215947092005445,2.0,4.0,P_AND_LIFT_TOP5
Passion Flower,fruity,265,43222,228,0.8603773584905661,2.6261992713354396,3.0,2.0,P_AND_LIFT_TOP5
Passion Flower,woody,265,81432,143,0.539622641509434,0.8742560061688234,4.0,,P_TOP5
Passion Flower,tropical,265,6512,119,0.4490566037735849,9.097671642482963,5.0,1.0,P_AND_LIFT_TOP5
Passion Flower,aquatic,265,8872,28,0.10566037735849057,1.5712098269731358,,5.0,LIFT_TOP5
Passionfruit,sweet,1512,60625,1290,0.8531746031746031,1.856648666339388,1.0,,P_TOP5
Passionfruit,fruity,1512,43222,1264,0.8359788359788359,2.5517256913305224,2.0,4.0,P_AND_LIFT_TOP5
Passionfruit,tropical,1512,6512,949,0.6276455026455027,12.715797168922169,3.0,1.0,P_AND_LIFT_TOP5
Passionfruit,fresh,1512,33478,927,0.6130952380952381,2.4160838389959007,4.0,5.0,P_AND_LIFT_TOP5
Passionfruit,woody,1512,81432,738,0.4880952380952381,0.7907751837349538,5.0,,P_TOP5
Passionfruit,terpenic,1512,557,32,0.021164021164021163,5.012871296533774,,2.0,LIFT_TOP5
Passionfruit,sour,1512,1912,90,0.05952380952380952,4.10720512054194,,3.0,LIFT_TOP5
Patchouli,woody,32473,81432,26573,0.8183105964955502,1.3257652642162532,1.0,,P_TOP5
Patchouli,warm spicy,32473,45319,18143,0.5587103131832599,1.6264845124179148,2.0,3.0,P_AND_LIFT_TOP5
Patchouli,citrus,32473,59969,15212,0.46845071289994766,1.0305775075937584,3.0,,P_TOP5
Patchouli,aromatic,32473,54606,14824,0.4565023250084686,1.1029255345267417,4.0,,P_TOP5
Patchouli,patchouli,32473,14822,14457,0.44520062821420875,3.9627121090474,5.0,1.0,P_AND_LIFT_TOP5
Patchouli,earthy,32473,19049,9540,0.29378252702244945,2.034685746762127,,2.0,LIFT_TOP5
Patchouli,balsamic,32473,18162,6468,0.1991808579435223,1.4468632633239125,,4.0,LIFT_TOP5
Patchouli,mossy,32473,6173,2137,0.0658085178455948,1.406466508888599,,5.0,LIFT_TOP5
Patchouli Leaf,woody,122,81432,101,0.8278688524590164,1.3412508314288982,1.0,,P_TOP5
Patchouli Leaf,warm spicy,122,45319,71,0.5819672131147541,1.6941886278653437,2.0,4.0,P_AND_LIFT_TOP5
Patchouli Leaf,patchouli,122,14822,65,0.5327868852459017,4.742313707360127,3.0,1.0,P_AND_LIFT_TOP5
Patchouli Leaf,powdery,122,62885,59,0.48360655737704916,1.014585562769406,4.0,,P_TOP5
Patchouli Leaf,citrus,122,59969,53,0.4344262295081967,0.9557246653940602,5.0,,P_TOP5
