raw_note,canonical_note,relation,evidence_source,reason,manual_review_required
Candies,Candies,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Catnip,Catnip,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Civettone,Civettone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Creosote Bush,Creosote Bush,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Curacao,Curacao,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fig Wood Bark,Fig Wood Bark,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Tea Flower,Green Tea Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ground Cherry,Ground Cherry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Island Musk,Island Musk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mayflower,Mayflower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Myrica,Myrica,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Nootka,Nootka,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
NymphealTM,NymphealTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Oud Smoke,Oud Smoke,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Oysters,Oysters,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Panettone,Panettone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pink Lily,Pink Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pink Litchi,Pink Litchi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pomegranate Blossom,Pomegranate Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Poplar,Poplar,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Privet,Privet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Punch,Punch,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sand Lily,Sand Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Santolina,Santolina,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sawdust,Sawdust,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Somalian Opoponax,Somalian Opoponax,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sugar Syrup,Sugar Syrup,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Hyacinth,White Hyacinth,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wood barrel,Wood barrel,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
oriental flower notes,oriental flower notes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Durian,Durian,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hinoki incense,Hinoki incense,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Olibanum Sacra Resin Green,Olibanum Sacra Resin Green,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Acerola,Acerola,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Baked Apple,Baked Apple,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blue Curacao,Blue Curacao,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Buddleia,Buddleia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Grapefruit,Chinese Grapefruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cocaine,Cocaine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coconut Leaf,Coconut Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cottonwood (Poplar),Cottonwood (Poplar),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cuban Cigar,Cuban Cigar,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Forest Foliage,Forest Foliage,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hamanasu or Japanese Rose,Hamanasu or Japanese Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Head Space Waterfall,Head Space Waterfall,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hellebore flower,Hellebore flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Honeybush or Cyclopia,Honeybush or Cyclopia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Indian Mandarin,Indian Mandarin,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lantana,Lantana,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Liatrix,Liatrix,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lotus Petals,Lotus Petals,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lovage Root,Lovage Root,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mimosa Petals,Mimosa Petals,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mirabella Plum,Mirabella Plum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mistletoe,Mistletoe,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Orange Cassia Tree,Orange Cassia Tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red currant leaf,Red currant leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sclarene,Sclarene,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Shea Butter,Shea Butter,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
St. John's Wort,St. John's Wort,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Thistle,Thistle,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Toasted Coconut,Toasted Coconut,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Turkish Coffee Beans,Turkish Coffee Beans,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Violet Woodsorrel,Violet Woodsorrel,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Bergamot,White Bergamot,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yellow Water Lily,Yellow Water Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Amazon Lily,Amazon Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Assam Tea,Assam Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Beer/Ale,Beer/Ale,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blackberry Blossom,Blackberry Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Caffè Latte,Caffè Latte,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Caipirinha,Caipirinha,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Canadian Pine,Canadian Pine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chalood Bark,Chalood Bark,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cherimoya,Cherimoya,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
China Rose,China Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Orange,Chinese Orange,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coconut Rum,Coconut Rum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Creamy Flowers,Creamy Flowers,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Damascone,Damascone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Egyptian Rosewood,Egyptian Rosewood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Feijoa Fruit,Feijoa Fruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grape Seed,Grape Seed,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Plum,Green Plum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Healingwood,Healingwood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hibiscus Blossom,Hibiscus Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Horchata,Horchata,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Indian Pepper,Indian Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jonquille,Jonquille,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lemon Leaf Oil,Lemon Leaf Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Longoza,Longoza,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Magnolan,Magnolan,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
